DATE.ADDED.TO.CATALOG	PUBMEDID	FIRST.AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE.TRAIT	INITIAL.SAMPLE.SIZE	REPLICATION.SAMPLE.SIZE	PLATFORM..SNPS.PASSING.QC.	ASSOCIATION.COUNT	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY.ACCESSION	GENOTYPING.TECHNOLOGY
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	vascular endothelial growth factor D levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	4	vascular endothelial growth factor D measurement	http://www.ebi.ac.uk/efo/EFO_0010575	GCST90012069	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Matrix metalloproteinase-12 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	6	matrix metalloproteinase 12 measurement	http://www.ebi.ac.uk/efo/EFO_0010590	GCST90012070	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Spondin-1 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	3	spondin-1 measurement	http://www.ebi.ac.uk/efo/EFO_0008290	GCST90012071	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Caspase 8 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	2	caspase-8 measurement	http://www.ebi.ac.uk/efo/EFO_0010764	GCST90012072	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Cathepsin L1 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	12	cathepsin L1 measurement	http://www.ebi.ac.uk/efo/EFO_0010619	GCST90012073	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	CX3CL1 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	5	CX3CL1 measurement	http://www.ebi.ac.uk/efo/EFO_0009419	GCST90012074	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Fatty acid-binding protein, adipocyte levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	4	fatty acid-binding protein, adipocyte measurement	http://www.ebi.ac.uk/efo/EFO_0010914	GCST90012075	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	circulating leptin levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	2	leptin measurement	http://www.ebi.ac.uk/efo/EFO_0005000	GCST90012076	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	C-C motif chemokine 20 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	2	C-C motif chemokine 20 measurement	http://www.ebi.ac.uk/efo/EFO_0010910	GCST90012077	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Ovarian cancer-related tumor marker CA 125 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	8	cancer antigen 125 measurement	http://www.ebi.ac.uk/efo/EFO_0010603	GCST90012078	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Follistatin levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	6	follistatin measurement	http://www.ebi.ac.uk/efo/EFO_0010614	GCST90012080	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Platelet endothelial cell adhesion molecule levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	2	platelet endothelial cell adhesion molecule measurement	http://www.ebi.ac.uk/efo/EFO_0010598	GCST90012081	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	N-terminal prohormone brain natriuretic peptide levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	1	N-terminal prohormone brain natriuretic peptide measurement	http://www.ebi.ac.uk/efo/EFO_0010921	GCST90012082	Genome-wide genotyping array
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Eosinophil cationic protein levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	1	eosinophil cationic protein measurement	http://www.ebi.ac.uk/efo/EFO_0010913	GCST90012083	Genome-wide genotyping array
2021-02-19	33589840	Schwartzentruber J	2021-02-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33589840	Genome-wide meta-analysis, fine-mapping and integrative prioritization implicate new Alzheimer's disease risk genes.	Alzheimer's disease or family history of Alzheimer's disease	472,868 European ancestry individuals	NA	NR [10687077] (imputed)	30	family history of Alzheimer’s disease	http://www.ebi.ac.uk/efo/EFO_0009268	GCST90012877	Genome-wide genotyping array
2021-01-11	33307546	Pairo-Castineira E	2020-12-11	Nature	www.ncbi.nlm.nih.gov/pubmed/33307546	Genetic mechanisms of critical illness in Covid-19.	COVID-19 (critical illness vs population)	1,676 European ancestry cases, 8,380 European ancestry controls	2,415 European, South Asian and Hispanic or Latin American ancestry cases, 477,741 European, South Asian and Hispanic or Latin American ancestry controls, 1,128 European ancestry cases, 679,531 European ancestry controls	Illumina [4700000] (imputed)	2	COVID-19	http://purl.obolibrary.org/obo/MONDO_0100096	GCST90013414	Genome-wide genotyping array
2021-02-17	33310728	Ha E	2020-12-11	Ann Rheum Dis	www.ncbi.nlm.nih.gov/pubmed/33310728	Large-scale meta-analysis across East Asian and European populations updated genetic architecture and variant-driven biology of rheumatoid arthritis, identifying 11 novel susceptibility loci.	Rheumatoid arthritis	14,361 European ancestry cases, 43,923 European ancestry controls, 8,267 East Asian ancestry cases, 244,741 East Asian ancestry controls	NA	NR [13810676] (imputed)	88	rheumatoid arthritis	http://www.ebi.ac.uk/efo/EFO_0000685	GCST90013534	Genome-wide genotyping array
2021-05-26	34012112	Chiou J	2021-05-19	Nature	www.ncbi.nlm.nih.gov/pubmed/34012112	Interpreting type 1 diabetes risk with genetics and single-cell epigenomics.	Type 1 diabetes	18,942 European ancestry cases, 501,638 European ancestry controls	NA	Affymetrix, Illumina [62116689] (imputed)	33			GCST90014023	Genome-wide genotyping array, Targeted genotyping array [Illumina HumanHap 550 | Illumina Human 1.2M | Illumina Omni1 | Illumina Omni2.5 |  Affymetrix 500K | Affymetrix 6.0 | Illumina Human 660W | Illumina Infinium ImmunoArray | Affymetrix UK Biobank Axiom | ThermoFisher Axiom custom]
2021-05-05	33888516	Zheng T	2021-04-22	Gut	www.ncbi.nlm.nih.gov/pubmed/33888516	Genome-wide analysis of 944 133 individuals provides insights into the etiology of haemorrhoidal disease.	Haemorrhoidal disease	218,920 European ancestry cases, 725,213 European ancestry controls	NA	Affymetrix, Illumina [8494288] (imputed)	102	hemorrhoid	http://www.ebi.ac.uk/efo/EFO_0009552	GCST90014033	Genome-wide genotyping array
2021-04-16	33773637	Traylor M	2021-03-25	Lancet Neurol	www.ncbi.nlm.nih.gov/pubmed/33773637	Genetic basis of lacunar stroke: a pooled analysis of individual patient data and genome-wide association studies.	Lacunar stroke	6,030 European ancestry cases, 248,929 European ancestry controls	NA	Illumina [6932927] (imputed)	5	stroke	http://www.ebi.ac.uk/efo/EFO_0000712	GCST90014122	Genome-wide genotyping array
2021-07-27	34187551	McCartney DL	2021-06-29	Genome Biol	www.ncbi.nlm.nih.gov/pubmed/34187551	Genome-wide association studies identify 137 genetic loci for DNA methylation biomarkers of aging.	DNA methylation-estimated granulocyte proportions	34,470 European ancestry individuals	NA	Affymetrix, Illumina [7568298] (imputed)	2	granulocyte count	http://www.ebi.ac.uk/efo/EFO_0007987	GCST90014287	Genome-wide genotyping array, Genome-wide sequencing, Exome genotyping array, Targeted genotyping array
2021-07-27	34187551	McCartney DL	2021-06-29	Genome Biol	www.ncbi.nlm.nih.gov/pubmed/34187551	Genome-wide association studies identify 137 genetic loci for DNA methylation biomarkers of aging.	DNA methylation GrimAge acceleration	34,467 European ancestry individuals	NA	Affymetrix, Illumina [7568149] (imputed)	4	aging	http://purl.obolibrary.org/obo/GO_0007568	GCST90014288	Genome-wide genotyping array, Targeted genotyping array, Exome genotyping array, Genome-wide sequencing
2021-07-27	34187551	McCartney DL	2021-06-29	Genome Biol	www.ncbi.nlm.nih.gov/pubmed/34187551	Genome-wide association studies identify 137 genetic loci for DNA methylation biomarkers of aging.	DNA methylation Hannum age acceleration	34,449 European ancestry individuals	NA	Affymetrix, Illumina [7565493] (imputed)	9	aging	http://purl.obolibrary.org/obo/GO_0007568	GCST90014289	Genome-wide genotyping array, Targeted genotyping array, Exome genotyping array, Genome-wide sequencing
2021-07-27	34187551	McCartney DL	2021-06-29	Genome Biol	www.ncbi.nlm.nih.gov/pubmed/34187551	Genome-wide association studies identify 137 genetic loci for DNA methylation biomarkers of aging.	Intrinsic epigenetic age acceleration	34,461 European ancestry individuals	NA	Affymetrix, Illumina [7567980] (imputed)	24	aging	http://purl.obolibrary.org/obo/GO_0007568	GCST90014290	Genome-wide genotyping array, Targeted genotyping array, Exome genotyping array, Genome-wide sequencing
2021-07-27	34187551	McCartney DL	2021-06-29	Genome Biol	www.ncbi.nlm.nih.gov/pubmed/34187551	Genome-wide association studies identify 137 genetic loci for DNA methylation biomarkers of aging.	DNA methylation-estimated plasminogen activator inhibitor-1 levels	34,448 European ancestry individuals	NA	Affymetrix, Illumina [7567618] (imputed)	5	plasminogen activator inhibitor 1 measurement	http://www.ebi.ac.uk/efo/EFO_0004792	GCST90014291	Genome-wide genotyping array, Targeted genotyping array, Exome genotyping array, Genome-wide sequencing
2021-07-27	34187551	McCartney DL	2021-06-29	Genome Biol	www.ncbi.nlm.nih.gov/pubmed/34187551	Genome-wide association studies identify 137 genetic loci for DNA methylation biomarkers of aging.	DNA methylation PhenoAge acceleration	34,463 European ancestry individuals	NA	Affymetrix, Illumina [7568033] (imputed)	12	aging	http://purl.obolibrary.org/obo/GO_0007568	GCST90014292	Genome-wide genotyping array, Targeted genotyping array, Exome genotyping array, Genome-wide sequencing
2021-07-27	34187551	McCartney DL	2021-06-29	Genome Biol	www.ncbi.nlm.nih.gov/pubmed/34187551	Genome-wide association studies identify 137 genetic loci for DNA methylation biomarkers of aging.	DNA methylation-estimated granulocyte proportions	34,470 European ancestry individuals, 6,152 African American individuals	NA	Affymetrix, Illumina [6210527] (imputed)	8	granulocyte count	http://www.ebi.ac.uk/efo/EFO_0007987	GCST90014299	Genome-wide genotyping array, Targeted genotyping array, Exome genotyping array, Genome-wide sequencing
2021-07-27	34187551	McCartney DL	2021-06-29	Genome Biol	www.ncbi.nlm.nih.gov/pubmed/34187551	Genome-wide association studies identify 137 genetic loci for DNA methylation biomarkers of aging.	DNA methylation GrimAge acceleration	34,467 European ancestry individuals, 6,148 African American individuals	NA	Affymetrix, Illumina [6210740] (imputed)	6	aging	http://purl.obolibrary.org/obo/GO_0007568	GCST90014300	Genome-wide genotyping array, Targeted genotyping array, Exome genotyping array, Genome-wide sequencing
2021-07-27	34187551	McCartney DL	2021-06-29	Genome Biol	www.ncbi.nlm.nih.gov/pubmed/34187551	Genome-wide association studies identify 137 genetic loci for DNA methylation biomarkers of aging.	DNA methylation Hannum age acceleration	34,449 European ancestry individuals, 6,148 African American individuals	NA	Affymetrix, Illumina [6210504] (imputed)	10	aging	http://purl.obolibrary.org/obo/GO_0007568	GCST90014301	Genome-wide genotyping array, Targeted genotyping array, Exome genotyping array, Genome-wide sequencing
2021-07-27	34187551	McCartney DL	2021-06-29	Genome Biol	www.ncbi.nlm.nih.gov/pubmed/34187551	Genome-wide association studies identify 137 genetic loci for DNA methylation biomarkers of aging.	Intrinsic epigenetic age acceleration	34,461 European ancestry individuals, 6,148 African American individuals	NA	Affymetrix, Illumina [6211246] (imputed)	22	aging	http://purl.obolibrary.org/obo/GO_0007568	GCST90014302	Genome-wide genotyping array, Targeted genotyping array, Exome genotyping array, Genome-wide sequencing
2021-07-27	34187551	McCartney DL	2021-06-29	Genome Biol	www.ncbi.nlm.nih.gov/pubmed/34187551	Genome-wide association studies identify 137 genetic loci for DNA methylation biomarkers of aging.	DNA methylation-estimated plasminogen activator inhibitor-1 levels	34,448 European ancestry individuals, 6,149 African American individuals	NA	Affymetrix, Illumina [6211016] (imputed)	10	plasminogen activator inhibitor 1 measurement	http://www.ebi.ac.uk/efo/EFO_0004792	GCST90014303	Genome-wide genotyping array, Targeted genotyping array, Exome genotyping array, Genome-wide sequencing
2021-07-27	34187551	McCartney DL	2021-06-29	Genome Biol	www.ncbi.nlm.nih.gov/pubmed/34187551	Genome-wide association studies identify 137 genetic loci for DNA methylation biomarkers of aging.	DNA methylation PhenoAge acceleration	34,463 European ancestry individuals, 6,148 African American individuals	NA	Affymetrix, Illumina [6210360] (imputed)	10	aging	http://purl.obolibrary.org/obo/GO_0007568	GCST90014304	Genome-wide genotyping array, Targeted genotyping array, Exome genotyping array, Genome-wide sequencing
2021-04-29	33462485	Kurilshikov A	2021-01-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33462485	Large-scale association analyses identify host factors influencing human gut microbiome composition.	Gut microbiota abundance (class Actinobacteria id.419)	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	Affymetrix, Illumina [NR] (imputed)	14	gut microbiome measurement	http://www.ebi.ac.uk/efo/EFO_0007874	GCST90016908	Genome-wide genotyping array
2021-04-29	33462485	Kurilshikov A	2021-01-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33462485	Large-scale association analyses identify host factors influencing human gut microbiome composition.	Gut microbiota abundance (family Bifidobacteriaceae id.433)	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	Affymetrix, Illumina [NR] (imputed)	16	gut microbiome measurement	http://www.ebi.ac.uk/efo/EFO_0007874	GCST90016929	Genome-wide genotyping array
2021-04-29	33462485	Kurilshikov A	2021-01-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33462485	Large-scale association analyses identify host factors influencing human gut microbiome composition.	Gut microbiota abundance (family Oxalobacteraceae id.2966)	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	Affymetrix, Illumina [NR] (imputed)	4	gut microbiome measurement	http://www.ebi.ac.uk/efo/EFO_0007874	GCST90016943	Genome-wide genotyping array
2021-04-29	33462485	Kurilshikov A	2021-01-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33462485	Large-scale association analyses identify host factors influencing human gut microbiome composition.	Gut microbiota abundance (family Peptostreptococcaceae id.2042)	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	Affymetrix, Illumina [NR] (imputed)	4	gut microbiome measurement	http://www.ebi.ac.uk/efo/EFO_0007874	GCST90016946	Genome-wide genotyping array
2021-04-29	33462485	Kurilshikov A	2021-01-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33462485	Large-scale association analyses identify host factors influencing human gut microbiome composition.	Gut microbiota abundance (family Streptococcaceae id.1850)	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	Affymetrix, Illumina [NR] (imputed)	5	gut microbiome measurement	http://www.ebi.ac.uk/efo/EFO_0007874	GCST90016952	Genome-wide genotyping array
