DATE.ADDED.TO.CATALOG	PUBMEDID	FIRST.AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE.TRAIT	INITIAL.SAMPLE.SIZE	REPLICATION.SAMPLE.SIZE	PLATFORM..SNPS.PASSING.QC.	ASSOCIATION.COUNT	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY.ACCESSION	GENOTYPING.TECHNOLOGY	path	fullpath	nsamples_arg	has_required_header	has_pvalue
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Tissue-type plasminogen activator levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	2	tissue plasminogen activator measurement	http://www.ebi.ac.uk/efo/EFO_0004791	GCST90012066	Genome-wide genotyping array	./GCST90012001-GCST90013000/GCST90012066/harmonised/33067605-GCST90012066-EFO_0004791.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012066/harmonised/33067605-GCST90012066-EFO_0004791.h.tsv.gz	nfe=21758	TRUE	TRUE
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Proheparin-binding EGF-like growth factor levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	7	proheparin-binding EGF-like growth factor measurement	http://www.ebi.ac.uk/efo/EFO_0010924	GCST90012067	Genome-wide genotyping array	./GCST90012001-GCST90013000/GCST90012067/harmonised/33067605-GCST90012067-EFO_0004747.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012067/harmonised/33067605-GCST90012067-EFO_0004747.h.tsv.gz	nfe=21758	TRUE	TRUE
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Endothelial cell-specific molecule 1 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	2	endothelial cell-specific molecule 1 measurement	http://www.ebi.ac.uk/efo/EFO_0010912	GCST90012068	Genome-wide genotyping array	./GCST90012001-GCST90013000/GCST90012068/harmonised/33067605-GCST90012068-EFO_0004747.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012068/harmonised/33067605-GCST90012068-EFO_0004747.h.tsv.gz	nfe=21758	TRUE	TRUE
2021-04-29	33462485	Kurilshikov A	2021-01-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33462485	Large-scale association analyses identify host factors influencing human gut microbiome composition.	Gut microbiota abundance (class Actinobacteria id.419)	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	Affymetrix, Illumina [NR] (imputed)	14	gut microbiome measurement	http://www.ebi.ac.uk/efo/EFO_0007874	GCST90016908	Genome-wide genotyping array	./GCST90016001-GCST90017000/GCST90016908/harmonised/33462485-GCST90016908-EFO_0007874.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90016001-GCST90017000/GCST90016908/harmonised/33462485-GCST90016908-EFO_0007874.h.tsv.gz	nfe=14306 eas=811 amr=1097 afr=114	TRUE	TRUE
2021-04-29	33462485	Kurilshikov A	2021-01-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33462485	Large-scale association analyses identify host factors influencing human gut microbiome composition.	Gut microbiota abundance (family Bifidobacteriaceae id.433)	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	Affymetrix, Illumina [NR] (imputed)	16	gut microbiome measurement	http://www.ebi.ac.uk/efo/EFO_0007874	GCST90016929	Genome-wide genotyping array	./GCST90016001-GCST90017000/GCST90016929/harmonised/33462485-GCST90016929-EFO_0007874.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90016001-GCST90017000/GCST90016929/harmonised/33462485-GCST90016929-EFO_0007874.h.tsv.gz	nfe=14306 eas=811 amr=1097 afr=114	TRUE	TRUE
2021-04-29	33462485	Kurilshikov A	2021-01-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33462485	Large-scale association analyses identify host factors influencing human gut microbiome composition.	Gut microbiota abundance (family Oxalobacteraceae id.2966)	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	Affymetrix, Illumina [NR] (imputed)	4	gut microbiome measurement	http://www.ebi.ac.uk/efo/EFO_0007874	GCST90016943	Genome-wide genotyping array	./GCST90016001-GCST90017000/GCST90016943/harmonised/33462485-GCST90016943-EFO_0007874.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90016001-GCST90017000/GCST90016943/harmonised/33462485-GCST90016943-EFO_0007874.h.tsv.gz	nfe=14306 eas=811 amr=1097 afr=114	TRUE	TRUE
2021-04-29	33462485	Kurilshikov A	2021-01-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33462485	Large-scale association analyses identify host factors influencing human gut microbiome composition.	Gut microbiota abundance (family Peptostreptococcaceae id.2042)	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	Affymetrix, Illumina [NR] (imputed)	4	gut microbiome measurement	http://www.ebi.ac.uk/efo/EFO_0007874	GCST90016946	Genome-wide genotyping array	./GCST90016001-GCST90017000/GCST90016946/harmonised/33462485-GCST90016946-EFO_0007874.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90016001-GCST90017000/GCST90016946/harmonised/33462485-GCST90016946-EFO_0007874.h.tsv.gz	nfe=14306 eas=811 amr=1097 afr=114	TRUE	TRUE
2021-04-29	33462485	Kurilshikov A	2021-01-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33462485	Large-scale association analyses identify host factors influencing human gut microbiome composition.	Gut microbiota abundance (family Streptococcaceae id.1850)	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	Affymetrix, Illumina [NR] (imputed)	5	gut microbiome measurement	http://www.ebi.ac.uk/efo/EFO_0007874	GCST90016952	Genome-wide genotyping array	./GCST90016001-GCST90017000/GCST90016952/harmonised/33462485-GCST90016952-EFO_0007874.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90016001-GCST90017000/GCST90016952/harmonised/33462485-GCST90016952-EFO_0007874.h.tsv.gz	nfe=14306 eas=811 amr=1097 afr=114	TRUE	TRUE
2021-04-29	33462485	Kurilshikov A	2021-01-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33462485	Large-scale association analyses identify host factors influencing human gut microbiome composition.	Gut microbiota abundance (genus Ruminococcaceae UCG013 id.11370)	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	Affymetrix, Illumina [NR] (imputed)	1	gut microbiome measurement	http://www.ebi.ac.uk/efo/EFO_0007874	GCST90017060	Genome-wide genotyping array	./GCST90017001-GCST90018000/GCST90017060/harmonised/33462485-GCST90017060-EFO_0007874.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017060/harmonised/33462485-GCST90017060-EFO_0007874.h.tsv.gz	nfe=14306 eas=811 amr=1097 afr=114	TRUE	TRUE
2021-04-29	33462485	Kurilshikov A	2021-01-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33462485	Large-scale association analyses identify host factors influencing human gut microbiome composition.	Gut microbiota abundance (genus Ruminococcus1 id.11373)	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	Affymetrix, Illumina [NR] (imputed)	2	gut microbiome measurement	http://www.ebi.ac.uk/efo/EFO_0007874	GCST90017062	Genome-wide genotyping array	./GCST90017001-GCST90018000/GCST90017062/harmonised/33462485-GCST90017062-EFO_0007874.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017062/harmonised/33462485-GCST90017062-EFO_0007874.h.tsv.gz	nfe=14306 eas=811 amr=1097 afr=114	TRUE	TRUE
2021-04-29	33462485	Kurilshikov A	2021-01-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33462485	Large-scale association analyses identify host factors influencing human gut microbiome composition.	Gut microbiota abundance (genus Ruminococcus torques group id.14377)	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	Affymetrix, Illumina [NR] (imputed)	2	gut microbiome measurement	http://www.ebi.ac.uk/efo/EFO_0007874	GCST90017066	Genome-wide genotyping array	./GCST90017001-GCST90018000/GCST90017066/harmonised/33462485-GCST90017066-EFO_0007874.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017066/harmonised/33462485-GCST90017066-EFO_0007874.h.tsv.gz	nfe=14306 eas=811 amr=1097 afr=114	TRUE	TRUE
2021-04-29	33462485	Kurilshikov A	2021-01-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33462485	Large-scale association analyses identify host factors influencing human gut microbiome composition.	Gut microbiota abundance (genus Streptococcus id.1853)	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	Affymetrix, Illumina [NR] (imputed)	4	gut microbiome measurement	http://www.ebi.ac.uk/efo/EFO_0007874	GCST90017070	Genome-wide genotyping array	./GCST90017001-GCST90018000/GCST90017070/harmonised/33462485-GCST90017070-EFO_0007874.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017070/harmonised/33462485-GCST90017070-EFO_0007874.h.tsv.gz	nfe=14306 eas=811 amr=1097 afr=114	TRUE	TRUE
2021-04-29	33462485	Kurilshikov A	2021-01-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33462485	Large-scale association analyses identify host factors influencing human gut microbiome composition.	Gut microbiota abundance (genus Tyzzerella3 id.11335)	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	Affymetrix, Illumina [NR] (imputed)	2	gut microbiome measurement	http://www.ebi.ac.uk/efo/EFO_0007874	GCST90017075	Genome-wide genotyping array	./GCST90017001-GCST90018000/GCST90017075/harmonised/33462485-GCST90017075-EFO_0007874.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017075/harmonised/33462485-GCST90017075-EFO_0007874.h.tsv.gz	nfe=14306 eas=811 amr=1097 afr=114	TRUE	TRUE
2021-04-29	33462485	Kurilshikov A	2021-01-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33462485	Large-scale association analyses identify host factors influencing human gut microbiome composition.	Gut microbiota abundance (unknown genus id.1000001215)	14,306 European ancestry individuals, 811 Korean ancestry individuals, 1,097 Hispanic individuals, 114 African American individuals, 481 Middle Eastern ancestry individuals, 1,531 unknown and other admixed ancestry individuals	NA	Affymetrix, Illumina [NR] (imputed)	2	gut microbiome measurement	http://www.ebi.ac.uk/efo/EFO_0007874	GCST90017077	Genome-wide genotyping array	./GCST90017001-GCST90018000/GCST90017077/harmonised/33462485-GCST90017077-EFO_0007874.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90017001-GCST90018000/GCST90017077/harmonised/33462485-GCST90017077-EFO_0007874.h.tsv.gz	nfe=14306 eas=811 amr=1097 afr=114	TRUE	TRUE
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	vascular endothelial growth factor D levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	4	vascular endothelial growth factor D measurement	http://www.ebi.ac.uk/efo/EFO_0010575	GCST90012069	Genome-wide genotyping array	./GCST90012001-GCST90013000/GCST90012069/harmonised/33067605-GCST90012069-EFO_0010575.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012069/harmonised/33067605-GCST90012069-EFO_0010575.h.tsv.gz	nfe=21758	TRUE	TRUE
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Matrix metalloproteinase-12 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	6	matrix metalloproteinase 12 measurement	http://www.ebi.ac.uk/efo/EFO_0010590	GCST90012070	Genome-wide genotyping array	./GCST90012001-GCST90013000/GCST90012070/harmonised/33067605-GCST90012070-EFO_0010590.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012070/harmonised/33067605-GCST90012070-EFO_0010590.h.tsv.gz	nfe=21758	TRUE	TRUE
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Spondin-1 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	3	spondin-1 measurement	http://www.ebi.ac.uk/efo/EFO_0008290	GCST90012071	Genome-wide genotyping array	./GCST90012001-GCST90013000/GCST90012071/harmonised/33067605-GCST90012071-EFO_0008290.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012071/harmonised/33067605-GCST90012071-EFO_0008290.h.tsv.gz	nfe=21758	TRUE	TRUE
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Caspase 8 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	2	caspase-8 measurement	http://www.ebi.ac.uk/efo/EFO_0010764	GCST90012072	Genome-wide genotyping array	./GCST90012001-GCST90013000/GCST90012072/harmonised/33067605-GCST90012072-EFO_0010764.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012072/harmonised/33067605-GCST90012072-EFO_0010764.h.tsv.gz	nfe=21758	TRUE	TRUE
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Cathepsin L1 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	12	cathepsin L1 measurement	http://www.ebi.ac.uk/efo/EFO_0010619	GCST90012073	Genome-wide genotyping array	./GCST90012001-GCST90013000/GCST90012073/harmonised/33067605-GCST90012073-EFO_0010619.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012073/harmonised/33067605-GCST90012073-EFO_0010619.h.tsv.gz	nfe=21758	TRUE	TRUE
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	CX3CL1 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	5	CX3CL1 measurement	http://www.ebi.ac.uk/efo/EFO_0009419	GCST90012074	Genome-wide genotyping array	./GCST90012001-GCST90013000/GCST90012074/harmonised/33067605-GCST90012074-EFO_0009419.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012074/harmonised/33067605-GCST90012074-EFO_0009419.h.tsv.gz	nfe=21758	TRUE	TRUE
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Fatty acid-binding protein, adipocyte levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	4	fatty acid-binding protein, adipocyte measurement	http://www.ebi.ac.uk/efo/EFO_0010914	GCST90012075	Genome-wide genotyping array	./GCST90012001-GCST90013000/GCST90012075/harmonised/33067605-GCST90012075-EFO_0004747.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012075/harmonised/33067605-GCST90012075-EFO_0004747.h.tsv.gz	nfe=21758	TRUE	TRUE
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	circulating leptin levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	2	leptin measurement	http://www.ebi.ac.uk/efo/EFO_0005000	GCST90012076	Genome-wide genotyping array	./GCST90012001-GCST90013000/GCST90012076/harmonised/33067605-GCST90012076-EFO_0005000.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012076/harmonised/33067605-GCST90012076-EFO_0005000.h.tsv.gz	nfe=21758	TRUE	TRUE
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	C-C motif chemokine 20 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	2	C-C motif chemokine 20 measurement	http://www.ebi.ac.uk/efo/EFO_0010910	GCST90012077	Genome-wide genotyping array	./GCST90012001-GCST90013000/GCST90012077/harmonised/33067605-GCST90012077-EFO_0004747.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012077/harmonised/33067605-GCST90012077-EFO_0004747.h.tsv.gz	nfe=21758	TRUE	TRUE
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Ovarian cancer-related tumor marker CA 125 levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	8	cancer antigen 125 measurement	http://www.ebi.ac.uk/efo/EFO_0010603	GCST90012078	Genome-wide genotyping array	./GCST90012001-GCST90013000/GCST90012078/harmonised/33067605-GCST90012078-EFO_0010603.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012078/harmonised/33067605-GCST90012078-EFO_0010603.h.tsv.gz	nfe=21758	TRUE	TRUE
2020-11-24	33067605	Folkersen L	2020-10-16	Nat Metab	www.ncbi.nlm.nih.gov/pubmed/33067605	Genomic and drug target evaluation of 90 cardiovascular proteins in 30,931 individuals.	Follistatin levels	21,758 European ancestry individuals	9,173 individuals	Affymetrix, Illumina [20300000] (imputed)	6	follistatin measurement	http://www.ebi.ac.uk/efo/EFO_0010614	GCST90012080	Genome-wide genotyping array	./GCST90012001-GCST90013000/GCST90012080/harmonised/33067605-GCST90012080-EFO_0010614.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012080/harmonised/33067605-GCST90012080-EFO_0010614.h.tsv.gz	nfe=21758	TRUE	TRUE
